date,stablecoin_mcap_usd,btc_etf_net_flow_usd_mn,eth_etf_net_flow_usd_mn,btc_realized_cap_usd,eth_realized_cap_usd,btc_oi_value_usd,eth_oi_value_usd
2025-04-14,144991807560.0,1.5,-6.0,1689018969025.0,,,
2025-04-14,144991807560.0,1.5,-6.0,1676699824006.25,,,
2025-04-14,144991807560.0,1.5,-6.0,1682127700800.0,,,
2025-04-15,144988134604.0,76.4,-14.2,1683684590912.5,,,
2025-04-15,144988134604.0,76.4,-14.2,1700487520625.0,,,
2025-04-15,144988134604.0,76.4,-14.2,1701409264537.5,,,
2025-04-15,144988134604.0,76.4,-14.2,1686390292734.375,,,
2025-04-16,145230969405.0,-169.8,-12.1,1654834271603.125,,,
2025-04-16,145230969405.0,-169.8,-12.1,1679603577109.375,,,
2025-04-16,145230969405.0,-169.8,-12.1,1657125587143.75,,,
2025-04-16,145230969405.0,-169.8,-12.1,1684637574615.625,,,
2025-04-16,145230969405.0,-169.8,-12.1,1667397468628.125,,,
2025-04-17,145411564253.0,106.9,0.0,1670638754221.875,,,
2025-04-17,145411564253.0,106.9,0.0,1682379995175.0,,,
2025-04-17,145411564253.0,106.9,0.0,1679470137834.375,,,
2025-04-17,145411564253.0,106.9,0.0,1677711707512.5,,,
2025-04-17,145411564253.0,106.9,0.0,1685601718671.875,,,
2025-04-18,145389131100.0,0.0,0.0,1675541816959.375,,,
2025-04-18,145389131100.0,0.0,0.0,1675828201415.625,,,
2025-04-18,145389131100.0,0.0,0.0,1677986696771.875,,,
2025-04-18,145389131100.0,0.0,0.0,1676486321109.375,,,
2025-04-19,145019803019.0,,,1679608768921.875,,,
2025-04-19,145019803019.0,,,1691211612796.875,,,
2025-04-19,145019803019.0,,,1692669436568.75,,,
2025-04-19,145019803019.0,,,1688826364575.0,,,
2025-04-20,145212905298.0,,,1688179698978.125,,,
2025-04-20,145212905298.0,,,1688188202078.125,,,
2025-04-20,145212905298.0,,,1665841217296.875,,,
2025-04-20,145212905298.0,,,1674486096437.5,,,
2025-04-21,145204655279.0,387.4,-25.4,1725459997115.625,,,
2025-04-21,145204655279.0,387.4,-25.4,1732894157446.875,,,
2025-04-21,145204655279.0,387.4,-25.4,1725437669921.875,,,
2025-04-21,145204655279.0,387.4,-25.4,1724533058165.625,,,
2025-04-22,145254984859.0,936.5,38.8,1749785622593.75,,,
2025-04-22,145254984859.0,936.5,38.8,1753390328025.0,,,
2025-04-22,145254984859.0,936.5,38.8,1757656895556.25,,,
2025-04-22,145254984859.0,936.5,38.8,1845056001903.125,,,
2025-04-22,145254984859.0,936.5,38.8,1802200057546.875,,,
2025-04-23,145771856311.0,917.0,-23.9,1842325305034.375,,,
2025-04-23,145771856311.0,917.0,-23.9,1855458802968.75,,,
2025-04-23,145771856311.0,917.0,-23.9,1858704545059.375,,,
2025-04-23,145771856311.0,917.0,-23.9,1861970175046.875,,,
2025-04-24,146144939953.0,442.0,63.5,1843255913493.75,,,
2025-04-24,146144939953.0,442.0,63.5,1836295917490.625,,,
2025-04-24,146144939953.0,442.0,63.5,1854512748125.0,,,
2025-04-24,146144939953.0,442.0,63.5,1850133979115.625,,,
2025-04-25,146727569017.0,380.0,104.1,1860100419250.0,,,
2025-04-25,146727569017.0,380.0,104.1,1852406857859.375,,,
2025-04-25,146727569017.0,380.0,104.1,1886071370700.0,,,
2025-04-25,146727569017.0,380.0,104.1,1875399200000.0,,,
2025-04-26,146823288025.0,,,1880521133400.0,,,
2025-04-26,146823288025.0,,,1881841119900.0,,,
2025-04-26,146823288025.0,,,1873729329600.0,,,
2025-04-26,146823288025.0,,,1874433743500.0,,,
2025-04-26,146823288025.0,,,1880022888000.0,,,
2025-04-27,147695285561.0,,,1866152522700.0,,,
2025-04-27,147695285561.0,,,1866161920800.0,,,
2025-04-27,147695285561.0,,,1874272934100.0,,,
2025-04-27,147695285561.0,,,1861851891000.0,,,
2025-04-28,147890535534.0,591.2,64.1,1890981298800.0,,,
2025-04-28,147890535534.0,591.2,64.1,1866885113600.0,,,
2025-04-28,147890535534.0,591.2,64.1,1877874603200.0,,,
2025-04-28,147890535534.0,591.2,64.1,1868591787300.0,,,
2025-04-29,148611733563.0,172.8,18.4,1891188585000.0,,,
2025-04-29,148611733563.0,172.8,18.4,1884049372800.0,,,
2025-04-29,148611733563.0,172.8,18.4,1889380724200.0,,,
2025-04-29,148611733563.0,172.8,18.4,1896578762400.0,,,
2025-04-29,148611733563.0,172.8,18.4,1878497766300.0,,,
2025-04-30,148905522663.0,-56.3,-2.3,1886212130000.0,,,
2025-04-30,148905522663.0,-56.3,-2.3,1886519500000.0,,,
2025-04-30,148905522663.0,-56.3,-2.3,1865876472000.0,,,
2025-04-30,148905522663.0,-56.3,-2.3,1877602265000.0,,,
2025-05-01,149333119679.0,422.5,6.5,1884721027200.0,,,
2025-05-01,149333119679.0,422.5,6.5,1889079529500.0,,,
2025-05-01,149333119679.0,422.5,6.5,1916275465600.0,,,
2025-05-01,149333119679.0,422.5,6.5,1916880876200.0,,,
2025-05-02,149440079658.0,674.9,20.1,1922490710400.0,,,
2025-05-02,149440079658.0,674.9,20.1,1927712988140.625,,,
2025-05-02,149440079658.0,674.9,20.1,1923036581500.0,,,
2025-05-02,149440079658.0,674.9,20.1,1941783079800.0,,,
2025-05-02,149440079658.0,674.9,20.1,1918438977000.0,,,
2025-05-03,149711823199.0,,,1918786008634.375,,,
2025-05-03,149711823199.0,,,1913453491093.75,,,
2025-05-03,149711823199.0,,,1910404762612.5,,,
2025-05-03,149711823199.0,,,1914346583631.25,,,
2025-05-03,149711823199.0,,,1915031452937.5,,,
2025-05-04,149981823181.0,,,1905240246187.5,,,
2025-05-04,149981823181.0,,,1899470876653.125,,,
2025-05-04,149981823181.0,,,1905886026393.75,,,
2025-05-04,149981823181.0,,,1899599900512.5,,,
2025-05-05,149974724245.0,425.5,0.0,1880821704387.5,,,
2025-05-05,149974724245.0,425.5,0.0,1881347542812.5,,,
2025-05-05,149974724245.0,425.5,0.0,1883283475725.0,,,
2025-05-05,149974724245.0,425.5,0.0,1876103452800.0,,,
2025-05-05,149974724245.0,425.5,0.0,1885010453600.0,,,
2025-05-05,149974724245.0,425.5,0.0,1886628662512.5,,,
2025-05-06,149821728381.0,-85.7,-17.9,1879011609812.5,,,
2025-05-06,149821728381.0,-85.7,-17.9,1873539458862.5,,,
2025-05-06,149821728381.0,-85.7,-17.9,1871086126612.5,,,
2025-05-06,149821728381.0,-85.7,-17.9,1892525687900.0,,,
2025-05-07,150106836051.0,142.3,-21.8,1938573507275.0,,,
2025-05-07,150106836051.0,142.3,-21.8,1930767212737.5,,,
2025-05-07,150106836051.0,142.3,-21.8,1919973218062.5,,,
2025-05-07,150106836051.0,142.3,-21.8,1925096960575.0,,,
2025-05-07,150106836051.0,142.3,-21.8,1928940382000.0,,,
2025-05-08,150178795118.0,117.4,-16.1,1963608344600.0,,,
2025-05-08,150178795118.0,117.4,-16.1,1973668308125.0,,,
2025-05-08,150178795118.0,117.4,-16.1,1975287060037.5,,,
2025-05-08,150178795118.0,117.4,-16.1,2007453603375.0,,,
2025-05-08,150178795118.0,117.4,-16.1,2053146569125.0,,,
2025-05-09,150350804952.0,334.5,17.6,2040842334375.0,,,
2025-05-09,150350804952.0,334.5,17.6,2046016810625.0,,,
2025-05-09,150350804952.0,334.5,17.6,2056156942000.0,,,
2025-05-09,150350804952.0,334.5,17.6,2052592687625.0,,,
2025-05-10,150393604947.0,,,2056794881562.5,,,
2025-05-10,150393604947.0,,,2044459347937.5,,,
2025-05-10,150393604947.0,,,2053428540375.0,,,
2025-05-10,150393604947.0,,,2047678602937.5,,,
2025-05-10,150393604947.0,,,2049832575000.0,,,
2025-05-11,150514671503.0,,,2061394463875.0,,,
2025-05-11,150514671503.0,,,2061802106250.0,,,
2025-05-11,150514671503.0,,,2063997451312.5,,,
2025-05-11,150514671503.0,,,2074535780625.0,,,
2025-05-11,150514671503.0,,,2064415828468.75,,,
2025-05-12,150615671502.0,5.2,-17.6,2074567112625.0,,,
2025-05-12,150615671502.0,5.2,-17.6,2065816675000.0,,,
2025-05-12,150615671502.0,5.2,-17.6,2023934999843.75,,,
2025-05-12,150615671502.0,5.2,-17.6,2041802250531.25,,,
2025-05-13,150663236041.0,-91.4,13.5,2028713192406.25,,,
2025-05-13,150663236041.0,-91.4,13.5,2042628295093.75,,,
2025-05-13,150663236041.0,-91.4,13.5,2058529960593.75,,,
2025-05-13,150663236041.0,-91.4,13.5,2082178874062.5,,,
2025-05-14,150926534831.0,319.5,63.5,2060160582843.75,,,
2025-05-14,150926534831.0,319.5,63.5,2056793950062.5,,,
2025-05-14,150926534831.0,319.5,63.5,2065701880718.75,,,
2025-05-14,150926534831.0,319.5,63.5,2055978660937.5,,,
2025-05-14,150926534831.0,319.5,63.5,2056010034375.0,,,
2025-05-15,151333639504.0,114.9,-39.8,2025438586250.0,,,
2025-05-15,151333639504.0,114.9,-39.8,2042909529750.0,,,
2025-05-15,151333639504.0,114.9,-39.8,2055455800781.25,,,
2025-05-15,151333639504.0,114.9,-39.8,2027832598000.0,,,
2025-05-16,151745623801.0,260.2,22.2,2066789388375.0,,,
2025-05-16,151745623801.0,260.2,22.2,2066998446718.75,,,
2025-05-16,151745623801.0,260.2,22.2,2057870705906.25,,,
2025-05-16,151745623801.0,260.2,22.2,2060662577875.0,,,
2025-05-17,151802073801.0,,,2044780360875.0,,,
2025-05-17,151802073801.0,,,2054127597500.0,,,
2025-05-17,151802073801.0,,,2042814353125.0,,,
2025-05-17,151802073801.0,,,2046201862500.0,,,
2025-05-17,151802073801.0,,,2052172003750.0,,,
2025-05-18,151901465555.0,,,2063129534375.0,,,
2025-05-18,151901465555.0,,,2057755238250.0,,,
2025-05-18,151901465555.0,,,2086394270250.0,,,
2025-05-18,151901465555.0,,,2078437153250.0,,,
2025-05-18,151901465555.0,,,2052778320875.0,,,
2025-05-19,152051465524.0,667.4,13.7,2077862075125.0,,,
2025-05-19,152051465524.0,667.4,13.7,2048866951375.0,,,
2025-05-19,152051465524.0,667.4,13.7,2045499885000.0,,,
2025-05-19,152051465524.0,667.4,13.7,2099548523000.0,,,
2025-05-20,152286729390.0,329.2,64.8,2106711260500.0,,,
2025-05-20,152286729390.0,329.2,64.8,2093808160125.0,,,
2025-05-20,152286729390.0,329.2,64.8,2088653519906.25,,,
2025-05-20,152286729390.0,329.2,64.8,2088266684093.75,,,
2025-05-20,152286729390.0,329.2,64.8,2114303673312.5,,,
2025-05-21,152473429748.0,607.1,0.6,2125440194062.5,,,
2025-05-21,152473429748.0,607.1,0.6,2112338183250.0,,,
2025-05-21,152473429748.0,607.1,0.6,2165395949718.75,,,
2025-05-21,152473429748.0,607.1,0.6,2158254729562.5,,,
2025-05-22,152809591181.0,934.8,110.5,2179921760250.0,,,
2025-05-22,152809591181.0,934.8,110.5,2201787690375.0,,,
2025-05-22,152809591181.0,934.8,110.5,2198421170937.5,,,
2025-05-22,152809591181.0,934.8,110.5,2209359825000.0,,,
2025-05-22,152809591181.0,934.8,110.5,2204602518500.0,,,
2025-05-23,153131132875.0,211.7,58.6,2156564300625.0,,,
2025-05-23,153131132875.0,211.7,58.6,2154191220187.5,,,
2025-05-23,153131132875.0,211.7,58.6,2206799154312.5,,,
2025-05-23,153131132875.0,211.7,58.6,2198862803812.5,,,
2025-05-23,153131132875.0,211.7,58.6,2147215137062.5,,,
2025-05-24,153333908216.0,,,2149234800468.75,,,
2025-05-24,153333908216.0,,,2148053468656.25,,,
2025-05-24,153333908216.0,,,2166542679250.0,,,
2025-05-24,153333908216.0,,,2160592779187.5,,,
2025-05-25,153364622848.0,,,2137952483750.0,,,
2025-05-25,153364622848.0,,,2143328021406.25,,,
2025-05-25,153364622848.0,,,2123866888500.0,,,
2025-05-25,153364622848.0,,,2125666857937.5,,,
2025-05-25,153364622848.0,,,2141374744843.75,,,
2025-05-26,153364622847.0,0.0,0.0,2174767053593.75,,,
2025-05-26,153364622847.0,0.0,0.0,2181942200968.75,,,
2025-05-26,153364622847.0,0.0,0.0,2174203780812.5,,,
2025-05-26,153364622847.0,0.0,0.0,2184315627093.75,,,
2025-05-26,153364622847.0,0.0,0.0,2169843243750.0,,,
2025-05-27,153336099489.0,385.4,38.8,2165283958093.75,,,
2025-05-27,153336099489.0,385.4,38.8,2178608129875.0,,,
2025-05-27,153336099489.0,385.4,38.8,2176035908156.25,,,
2025-05-27,153336099489.0,385.4,38.8,2177040739500.0,,,
2025-05-28,153545087010.0,432.7,84.9,2157776958875.0,,,
2025-05-28,153545087010.0,432.7,84.9,2161762010375.0,,,
2025-05-28,153545087010.0,432.7,84.9,2162369021250.0,,,
2025-05-28,153545087010.0,432.7,84.9,2133765429250.0,,,
2025-05-28,153545087010.0,432.7,84.9,2130398052625.0,,,
2025-05-29,153582796589.0,-346.8,91.9,2160436275000.0,,,
2025-05-29,153582796589.0,-346.8,91.9,2144329518375.0,,,
2025-05-29,153582796589.0,-346.8,91.9,2112964506625.0,,,
2025-05-29,153582796589.0,-346.8,91.9,2108979541125.0,,,
2025-05-29,153582796589.0,-346.8,91.9,2148094286250.0,,,
2025-05-30,153692315960.0,-616.1,70.2,2106019987750.0,,,
2025-05-30,153692315960.0,-616.1,70.2,2105036987625.0,,,
2025-05-30,153692315960.0,-616.1,70.2,2103855256875.0,,,
2025-05-30,153692315960.0,-616.1,70.2,2062730467500.0,,,
2025-05-30,153692315960.0,-616.1,70.2,2066914022625.0,,,
2025-05-31,153658825957.0,,,2064759243750.0,,,
2025-05-31,153658825957.0,,,2061767984375.0,,,
2025-05-31,153658825957.0,,,2083857875750.0,,,
2025-05-31,153658825957.0,,,2081860123500.0,,,
2025-05-31,153658825957.0,,,2058180584125.0,,,
2025-06-01,153723758271.0,,,2075124302250.0,,,
2025-06-01,153723758271.0,,,2067783373906.25,,,
2025-06-01,153723758271.0,,,2079916356562.5,,,
2025-06-01,153723758271.0,,,2095030437937.5,,,
2025-06-02,153763502089.0,-267.5,78.2,2083713211406.25,,,
2025-06-02,153763502089.0,-267.5,78.2,2074979410031.25,,,
2025-06-02,153763502089.0,-267.5,78.2,2074393646687.5,,,
2025-06-02,153763502089.0,-267.5,78.2,2077782592968.75,,,
2025-06-03,154072283690.0,375.1,109.5,2112770721468.75,,,
2025-06-03,154072283690.0,375.1,109.5,2095491165500.0,,,
2025-06-03,154072283690.0,375.1,109.5,2091725672656.25,,,
2025-06-03,154072283690.0,375.1,109.5,2110815216656.25,,,
2025-06-03,154072283690.0,375.1,109.5,2102081243281.25,,,
2025-06-04,154288119435.0,87.0,57.0,2089393372281.25,,,
2025-06-04,154288119435.0,87.0,57.0,2080460370125.0,,,
2025-06-04,154288119435.0,87.0,57.0,2093545923687.5,,,
2025-06-04,154288119435.0,87.0,57.0,2099319998343.75,,,
2025-06-05,154488400144.0,-278.4,11.3,2078483380312.5,,,
2025-06-05,154488400144.0,-278.4,11.3,2078096344750.0,,,
2025-06-05,154488400144.0,-278.4,11.3,2053463044500.0,,,
2025-06-05,154488400144.0,-278.4,11.3,2021077309875.0,,,
2025-06-06,154761323879.0,-47.8,25.3,2047918712000.0,,,
2025-06-06,154761323879.0,-47.8,25.3,2065617843875.0,,,
2025-06-06,154761323879.0,-47.8,25.3,2090074717500.0,,,
2025-06-06,154761323879.0,-47.8,25.3,2076768790875.0,,,
2025-06-07,155115000492.0,,,2087114441375.0,,,
2025-06-07,155115000492.0,,,2085137393625.0,,,
2025-06-07,155115000492.0,,,2101247110500.0,,,
2025-06-07,155115000492.0,,,2103642765000.0,,,
2025-06-08,155407500492.0,,,2091748924500.0,,,
2025-06-08,155407500492.0,,,2101278826500.0,,,
2025-06-08,155407500492.0,,,2114230064375.0,,,
2025-06-08,155407500492.0,,,2100107405250.0,,,
2025-06-08,155407500492.0,,,2100075707250.0,,,
2025-06-09,155407500531.0,386.2,52.7,2098538434250.0,,,
2025-06-09,155407500531.0,386.2,52.7,2098747756125.0,,,
2025-06-09,155407500531.0,386.2,52.7,2137119936000.0,,,
2025-06-09,155407500531.0,386.2,52.7,2147267747625.0,,,
2025-06-10,156015285591.0,431.2,125.0,2192796165000.0,,,
2025-06-10,156015285591.0,431.2,125.0,2177104534875.0,,,
2025-06-10,156015285591.0,431.2,125.0,2175127799125.0,,,
2025-06-10,156015285591.0,431.2,125.0,2168778106125.0,,,
2025-06-10,156015285591.0,431.2,125.0,2175348456000.0,,,
2025-06-10,156015285591.0,431.2,125.0,2179732381250.0,,,
2025-06-11,155670088658.0,164.6,240.3,2176960527000.0,,,
2025-06-11,155670088658.0,164.6,240.3,2173791097000.0,,,
2025-06-11,155670088658.0,164.6,240.3,2182746902375.0,,,
2025-06-11,155670088658.0,164.6,240.3,2158109674875.0,,,
2025-06-12,156031051481.0,86.3,112.3,2160505854375.0,,,
2025-06-12,156031051481.0,86.3,112.3,2140837713750.0,,,
2025-06-12,156031051481.0,86.3,112.3,2126933962500.0,,,
2025-06-12,156031051481.0,86.3,112.3,2134498297750.0,,,
2025-06-12,156031051481.0,86.3,112.3,2109263864625.0,,,
2025-06-13,156034350481.0,322.7,-2.1,2071704701250.0,,,
2025-06-13,156034350481.0,322.7,-2.1,2087816536125.0,,,
2025-06-13,156034350481.0,322.7,-2.1,2082261090625.0,,,
2025-06-13,156034350481.0,322.7,-2.1,2089428149593.75,,,
2025-06-14,156311510783.0,,,2099180160000.0,,,
2025-06-14,156311510783.0,,,2093425897000.0,,,
2025-06-14,156311510783.0,,,2090653724656.25,,,
2025-06-14,156311510783.0,,,2078339321718.75,,,
2025-06-14,156311510783.0,,,2097036039656.25,,,
2025-06-15,156288710782.0,,,2101221200312.5,,,
2025-06-15,156288710782.0,,,2093478881093.75,,,
2025-06-15,156288710782.0,,,2103031477593.75,,,
2025-06-15,156288710782.0,,,2085945769906.25,,,
2025-06-16,156262534400.0,412.2,21.4,2124544206937.5,,,
2025-06-16,156262534400.0,412.2,21.4,2123340743562.5,,,
2025-06-16,156262534400.0,412.2,21.4,2139475510625.0,,,
2025-06-16,156262534400.0,412.2,21.4,2145031094375.0,,,
2025-06-16,156262534400.0,412.2,21.4,2107824047687.5,,,
2025-06-17,156350343711.0,216.5,11.1,2118612266062.5,,,
2025-06-17,156350343711.0,216.5,11.1,2101526031687.5,,,
2025-06-17,156350343711.0,216.5,11.1,2077083949000.0,,,
2025-06-18,156397425951.0,388.3,19.1,2079877639875.0,,,
2025-06-18,156397425951.0,388.3,19.1,2087076870187.5,,,
2025-06-18,156397425951.0,388.3,19.1,2100364920312.5,,,
2025-06-18,156397425951.0,388.3,19.1,2079113801625.0,,,
2025-06-18,156397425951.0,388.3,19.1,2084669885375.0,,,
2025-06-19,156493925950.0,0.0,0.0,2091063530062.5,,,
2025-06-19,156493925950.0,0.0,0.0,2085706202531.25,,,
2025-06-19,156493925950.0,0.0,0.0,2074185708093.75,,,
2025-06-19,156493925950.0,0.0,0.0,2082943829218.75,,,
2025-06-20,156674248726.0,6.4,-11.3,2083749554593.75,,,
2025-06-20,156674248726.0,6.4,-11.3,2109009298500.0,,,
2025-06-20,156674248726.0,6.4,-11.3,2108622278312.5,,,
2025-06-20,156674248726.0,6.4,-11.3,2050380061843.75,,,
2025-06-21,156688688065.0,,,2058552512250.0,,,
2025-06-21,156688688065.0,,,2060362592375.0,,,
2025-06-21,156688688065.0,,,2053770248437.5,,,
2025-06-21,156688688065.0,,,2022199491375.0,,,
2025-06-21,156688688065.0,,,2068901408750.0,,,
2025-06-22,156600188057.0,,,2047261124125.0,,,
2025-06-22,156600188057.0,,,2008302284625.0,,,
2025-06-22,156600188057.0,,,1976301862500.0,,,
2025-06-23,156907307133.0,350.6,100.7,2014486034500.0,,,
2025-06-23,156907307133.0,350.6,100.7,2031992777500.0,,,
2025-06-23,156907307133.0,350.6,100.7,2032002997500.0,,,
2025-06-24,155908804295.0,588.6,71.3,2095041416125.0,,,
2025-06-24,155908804295.0,588.6,71.3,2101016796875.0,,,
2025-06-24,155908804295.0,588.6,71.3,2090091762000.0,,,
2025-06-24,155908804295.0,588.6,71.3,2109189966000.0,,,
2025-06-25,157394434423.0,547.7,60.4,2134882000125.0,,,
2025-06-25,157394434423.0,547.7,60.4,2132506715625.0,,,
2025-06-25,157394434423.0,547.7,60.4,2120136285875.0,,,
2025-06-25,157394434423.0,547.7,60.4,2117363299125.0,,,
2025-06-25,157394434423.0,547.7,60.4,2145011752500.0,,,
2025-06-26,157917318269.0,226.7,-26.4,2142459246875.0,,,
2025-06-26,157917318269.0,226.7,-26.4,2143066533250.0,,,
2025-06-26,157917318269.0,226.7,-26.4,2130948185625.0,,,
2025-06-26,157917318269.0,226.7,-26.4,2138514789375.0,,,
2025-06-27,158266828122.0,501.2,77.5,2131168459750.0,,,
2025-06-27,158266828122.0,501.2,77.5,2134758318000.0,,,
2025-06-27,158266828122.0,501.2,77.5,2119060526125.0,,,
2025-06-27,158266828122.0,501.2,77.5,2129609868750.0,,,
2025-06-28,158303889518.0,,,2131211331750.0,,,
2025-06-28,158303889518.0,,,2136392023000.0,,,
2025-06-28,158303889518.0,,,2134414641187.5,,,
2025-06-28,158303889518.0,,,2134425375187.5,,,
2025-06-28,158303889518.0,,,2135032653656.25,,,
2025-06-29,158444090587.0,,,2148178575562.5,,,
2025-06-29,158444090587.0,,,2138058720000.0,,,
2025-06-29,158444090587.0,,,2133055234312.5,,,
2025-06-29,158444090587.0,,,2147614425000.0,,,
2025-06-29,158444090587.0,,,2148388229750.0,,,
2025-06-30,158520790585.0,102.1,31.8,2159556476250.0,,,
2025-06-30,158520790585.0,102.1,31.8,2142465790125.0,,,
2025-06-30,158520790585.0,102.1,31.8,2144663982187.5,,,
2025-06-30,158520790585.0,102.1,31.8,2137515908437.5,,,
2025-07-01,158754090584.0,-342.2,40.7,2139117522937.5,,,
2025-07-01,158754090584.0,-342.2,40.7,2127196728687.5,,,
2025-07-01,158754090584.0,-342.2,40.7,2121043093187.5,,,
2025-07-01,158754090584.0,-342.2,40.7,2116678812375.0,,,
2025-07-02,158695019985.0,407.8,-1.9,2125648945218.75,,,
2025-07-02,158695019985.0,407.8,-1.9,2166437693062.5,,,
2025-07-02,158695019985.0,407.8,-1.9,2107342932093.75,,,
2025-07-02,158695019985.0,407.8,-1.9,2174602443750.0,,,
2025-07-02,158695019985.0,407.8,-1.9,2143159685468.75,,,
2025-07-03,159155198929.0,601.8,148.5,2169840564750.0,,,
2025-07-03,159155198929.0,601.8,148.5,2179397151750.0,,,
2025-07-03,159155198929.0,601.8,148.5,2185771926750.0,,,
2025-07-03,159155198929.0,601.8,148.5,2181010031750.0,,,
2025-07-03,159155198929.0,601.8,148.5,2187981492500.0,,,
2025-07-04,159305664246.0,,,2175463542750.0,,,
2025-07-04,159305664246.0,,,2152437653750.0,,,
2025-07-04,159305664246.0,,,2162746593750.0,,,
2025-07-04,159305664246.0,,,2146659448500.0,,,
2025-07-04,159305664246.0,,,2162757468750.0,,,
2025-07-05,159478756035.0,,,2149863072500.0,,,
2025-07-05,159478756035.0,,,2155442473500.0,,,
2025-07-05,159478756035.0,,,2153663398250.0,,,
2025-07-05,159478756035.0,,,2151685424750.0,,,
2025-07-05,159478756035.0,,,2153883937500.0,,,
2025-07-06,159478756029.0,,,2153298120750.0,,,
2025-07-06,159478756029.0,,,2153308947750.0,,,
2025-07-06,159478756029.0,,,2154314196000.0,,,
2025-07-06,159478756029.0,,,2166457028250.0,,,
2025-07-06,159478756029.0,,,2177804437500.0,,,
2025-07-07,159456653254.0,216.5,62.1,2179605715218.75,,,
2025-07-07,159456653254.0,216.5,62.1,2168876707031.25,,,
2025-07-07,159456653254.0,216.5,62.1,2156357587312.5,,,
2025-07-07,159456653254.0,216.5,62.1,2150799501437.5,,,
2025-07-08,159520682149.0,80.1,46.7,2156379271312.5,,,
2025-07-08,159520682149.0,80.1,46.7,2148235529781.25,,,
2025-07-08,159520682149.0,80.1,46.7,2160179927656.25,,,
2025-07-08,159520682149.0,80.1,46.7,2160190788656.25,,,
2025-07-08,159520682149.0,80.1,46.7,2165571822250.0,,,
2025-07-09,159455682148.0,215.7,211.3,2160411746375.0,,,
2025-07-09,159455682148.0,215.7,211.3,2167781808937.5,,,
2025-07-09,159455682148.0,215.7,211.3,2171969572500.0,,,
2025-07-09,159455682148.0,215.7,211.3,2171980492500.0,,,
2025-07-09,159455682148.0,215.7,211.3,2210578073125.0,,,
2025-07-10,159689388348.0,1175.6,383.1,2212003738312.5,,,
2025-07-10,159689388348.0,1175.6,383.1,2215572858937.5,,,
2025-07-10,159689388348.0,1175.6,383.1,2255387338437.5,,,
2025-07-10,159689388348.0,1175.6,383.1,2217783084375.0,,,
2025-07-10,159689388348.0,1175.6,383.1,2214169410750.0,,,
2025-07-11,159994836080.0,1029.6,204.9,2296572284125.0,,,
2025-07-11,159994836080.0,1029.6,204.9,2347305194812.5,,,
2025-07-11,159994836080.0,1029.6,204.9,2340951929812.5,,,
2025-07-11,159994836080.0,1029.6,204.9,2335593147375.0,,,
2025-07-11,159994836080.0,1029.6,204.9,2337395082187.5,,,
2025-07-12,160150055260.0,,,2334446635500.0,,,
2025-07-12,160150055260.0,,,2332434050375.0,,,
2025-07-12,160150055260.0,,,2334458371500.0,,,
2025-07-12,160150055260.0,,,2330094702750.0,,,
2025-07-12,160150055260.0,,,2339009882687.5,,,
2025-07-13,160394357834.0,,,2341842482875.0,,,
2025-07-13,160394357834.0,,,2345037302281.25,,,
2025-07-13,160394357834.0,,,2356785647500.0,,,
2025-07-13,160394357834.0,,,2361969771937.5,,,
2025-07-14,160394357833.0,297.4,259.0,2423074972500.0,,,
2025-07-14,160394357833.0,297.4,259.0,2380120051406.25,,,
2025-07-14,160394357833.0,297.4,259.0,2405346308125.0,,,
2025-07-14,160394357833.0,297.4,259.0,2437584061000.0,,,
2025-07-15,160545757830.0,403.1,192.3,2323860468187.5,,,
2025-07-15,160545757830.0,403.1,192.3,2333596140281.25,,,
2025-07-15,160545757830.0,403.1,192.3,2326270975312.5,,,
2025-07-15,160545757830.0,403.1,192.3,2328248557250.0,,,
2025-07-15,160545757830.0,403.1,192.3,2385304803656.25,,,
2025-07-16,160669087149.0,799.4,726.6,2349569242781.25,,,
2025-07-16,160669087149.0,799.4,726.6,2372060323875.0,,,
2025-07-16,160669087149.0,799.4,726.6,2341600248031.25,,,
2025-07-16,160669087149.0,799.4,726.6,2371077584906.25,,,
2025-07-17,162039387242.0,522.6,602.0,2361142824218.75,,,
2025-07-17,162039387242.0,522.6,602.0,2359376512500.0,,,
2025-07-17,162039387242.0,522.6,602.0,2361775612000.0,,,
2025-07-17,162039387242.0,522.6,602.0,2358170674312.5,,,
2025-07-17,162039387242.0,522.6,602.0,2393219628750.0,,,
2025-07-18,161631554286.0,363.5,402.5,2387462438625.0,,,
2025-07-18,161631554286.0,363.5,402.5,2366188271437.5,,,
2025-07-18,161631554286.0,363.5,402.5,2345112455875.0,,,
2025-07-18,161631554286.0,363.5,402.5,2330203985687.5,,,
2025-07-19,161983579210.0,,,2346330056375.0,,,
2025-07-19,161983579210.0,,,2351515125000.0,,,
2025-07-19,161983579210.0,,,2352720613500.0,,,
2025-07-19,161983579210.0,,,2346565121250.0,,,
2025-07-20,162359770647.0,,,2346003660000.0,,,
2025-07-20,162359770647.0,,,2346190815750.0,,,
2025-07-20,162359770647.0,,,2348812554500.0,,,
2025-07-20,162359770647.0,,,2360538783750.0,,,
2025-07-20,162359770647.0,,,2342399034500.0,,,
2025-07-21,162531584793.0,-131.4,296.5,2332311365250.0,,,
2025-07-21,162531584793.0,-131.4,296.5,2370522016250.0,,,
2025-07-21,162531584793.0,-131.4,296.5,2351036463750.0,,,
